Year_Start,Year_End,Estate_ID,Estate_Name,Estate_RV,Block_ID,Block_Name,Block_RV,Block_Boiler_Repairs_and_Maintenance,Block_Boiler_Repairs_and_Maintenance_Unit,Block_Cleaning,Block_Cleaning_Unit,Block_Communal_Electricity,Block_Communal_Electricity_Unit,Block_Communal_Electrical_Maintenance,Block_Communal_Electrical_Maintenance_Unit,Block_Communal_Ventilation_Maintenance,Block_Communal_Ventilation_Maintenance_Unit,Block_Communal_Water_Quality,Block_Communal_Water_Quality_Unit,Block_Communal_Window_Cleaning,Block_Communal_Window_Cleaning_Unit,Block_Concierge,Block_Concierge_Unit,Block_CCTV,Block_CCTV_Unit,Block_Disinfestation,Block_Disinfestation_Unit,Block_Door_Entry_System,Block_Door_Entry_System_Unit,Block_Dry_Riser,Block_Dry_Riser_Unit,Block_Lightning_Protection,Block_Lightning_Protection_Unit,Block_Lift_Services_and_Repairs,Block_Lift_Services_and_Repairs_Unit,Block_Fire_Ventilation_Maintenance,Block_Fire_Ventilation_Maintenance_Unit,Block_Repairs_and_Maintenance,Block_Repairs_and_Maintenance_Unit,Block_TV_Aerial,Block_TV_Aerial_Unit,Block_Ext_Cleaning,Block_Ext_Cleaning_Unit,Block_Ext_External_Tree_Maintenance,Block_Ext_External_Tree_Maintenance_Unit,Block_Ext_Grounds_Maintenance,Block_Ext_Grounds_Maintenance_Unit,Block_Ext_Repairs_and_Maintenance,Block_Ext_Repairs_and_Maintenance_Unit,Estate_Cleaning,Estate_Cleaning_Unit,Estate_CCTV,Estate_CCTV_Unit,Estate_Communal_Electricity,Estate_Communal_Electricity_Unit,Estate_Grounds_Maintenance,Estate_Grounds_Maintenance_Unit,Estate_Repairs_and_Maintenance,Estate_Repairs_and_Maintenance_Unit,Estate_Tree_Maintenance,Estate_Tree_Maintenance_Unit
2022,2023,EA007,Bentons Lane Estate,40014,BD001255,Summersell House 1-28 Cons,7126,0,0,6385.59,0.896097389840022,3166.35,0.444337636822902,1730.07,0.242782767330901,0,0,1186.74,0.166536626438395,0,0,0,0,0,0,528.7,0.0741930957058658,0,0,0,0,657.29,0.0922382823463374,2640.82,0.370589390962672,0,0,17007.17,2.38663626157732,0,0,0,0,0,0,0,0,0,0,30963.38,0.773813665217174,0,0,1706.52,0.042648073174389,12436.6,0.310806217823762,2117.55,0.0529202279202279,2873.88,0.0718218623481781
2022,2023,EA007,Bentons Lane Estate,40014,BD001256,Chaucer House 1-9,2385,0,0,2137.19,0.8960964360587,335.18,0.140536687631027,417.59,0.175090146750524,0,0,1634.69,0.685404612159329,0,0,0,0,0,0,0,0,221.57,0.0929014675052411,0,0,0,0,0,0,0,0,2581.36,1.08233123689727,0,0,0,0,0,0,0,0,0,0,30963.38,0.773813665217174,0,0,1706.52,0.042648073174389,12436.6,0.310806217823762,2117.55,0.0529202279202279,2873.88,0.0718218623481781
2022,2023,EA007,Bentons Lane Estate,40014,BD001257,Moore House 1-12,3544,0,0,3175.77,0.89609762979684,457.22,0.129012415349887,540.56,0.152528216704289,0,0,1634.69,0.461255643340858,0,0,0,0,0,0,0,0,664.7,0.187556433408578,0,0,0,0,0,0,0,0,6955.16,1.96251693002257,0,0,0,0,0,0,0,0,0,0,30963.38,0.773813665217174,0,0,1706.52,0.042648073174389,12436.6,0.310806217823762,2117.55,0.0529202279202279,2873.88,0.0718218623481781
2022,2023,EA007,Bentons Lane Estate,40014,BD001258,Goodbehere House 1-12,3804,0,0,3408.75,0.896096214511041,504.22,0.132549947423764,540.56,0.142103049421661,0,0,763.36,0.200672975814932,0,0,0,0,0,0,105.74,0.0277970557308097,0,0,0,0,0,0,0,0,0,0,9132.44,2.40074658254469,0,0,0,0,0,0,0,0,0,0,30963.38,0.773813665217174,0,0,1706.52,0.042648073174389,12436.6,0.310806217823762,2117.55,0.0529202279202279,2873.88,0.0718218623481781
2022,2023,EA007,Bentons Lane Estate,40014,BD001259,Morton House 1-18,5316,0,0,4763.65,0.89609668924003,991.58,0.186527464258841,995.16,0.187200902934537,0,0,3045.96,0.572979683972912,0,0,0,0,0,0,105.74,0.0198908954100828,1606.03,0.302112490594432,0,0,0,0,0,0,0,0,1424.31,0.267928893905192,0,0,0,0,0,0,0,0,0,0,30963.38,0.773813665217174,0,0,1706.52,0.042648073174389,12436.6,0.310806217823762,2117.55,0.0529202279202279,2873.88,0.0718218623481781
2022,2023,EA007,Bentons Lane Estate,40014,BD001260,Astley House 1-16,4072,0,0,3648.91,0.896097740667976,866.34,0.212755402750491,1238.15,0.304064341846758,0,0,2558.3,0.628266208251474,0,0,0,0,0,0,0,0,510.37,0.125336444007859,0,0,0,0,0,0,0,0,1806.32,0.443595284872299,0,0,0,0,0,0,0,0,0,0,30963.38,0.773813665217174,0,0,1706.52,0.042648073174389,12436.6,0.310806217823762,2117.55,0.0529202279202279,2873.88,0.0718218623481781
2022,2023,EA007,Bentons Lane Estate,40014,BD001261,Bushell House 1-12,3600,0,0,3225.95,0.896097222222222,338.21,0.0939472222222222,540.56,0.150155555555556,0,0,4094.98,1.13749444444444,0,0,0,0,0,0,0,0,476.75,0.132430555555556,0,0,0,0,0,0,0,0,5442.95,1.51193055555556,0,0,0,0,0,0,0,0,0,0,30963.38,0.773813665217174,0,0,1706.52,0.042648073174389,12436.6,0.310806217823762,2117.55,0.0529202279202279,2873.88,0.0718218623481781
2022,2023,EA007,Bentons Lane Estate,40014,BD001262,Hogarth House 1-20,4901,0,0,4391.77,0.896096714956131,674.42,0.137608651295654,1450.76,0.296013058559478,0,0,763.36,0.155755968169761,0,0,0,0,0,0,0,0,221.57,0.0452091409916344,0,0,0,0,0,0,0,0,5393.54,1.10049785758009,0,0,0,0,0,0,0,0,0,0,30963.38,0.773813665217174,0,0,1706.52,0.042648073174389,12436.6,0.310806217823762,2117.55,0.0529202279202279,2873.88,0.0718218623481781
2022,2023,EA007,Bentons Lane Estate,40014,BD001263,Bligh House 1-12,3544,0,0,3175.77,0.89609762979684,-507.42,-0.143177200902935,540.56,0.152528216704289,0,0,1634.69,0.461255643340858,0,0,0,0,0,0,422.96,0.119345372460497,443.13,0.125036681715576,0,0,0,0,0,0,0,0,872.12,0.246083521444695,0,0,0,0,0,0,0,0,0,0,30963.38,0.773813665217174,0,0,1706.52,0.042648073174389,12436.6,0.310806217823762,2117.55,0.0529202279202279,2873.88,0.0718218623481781
2022,2023,EA009,Black Prince Road Estate,21848,BD002829,Sullivan House 1-26 & 4a,7431,0,0,7224.14,0.972162562239268,2369.29,0.318838648903243,109.44,0.014727492935002,0,0,0,0,0,0,0,0,0,0,105.74,0.0142295787915489,528.79,0.0711600053828556,0,0,349.72,0.0470623065536267,1375.04,0.185041044273987,0,0,4442.59,0.597845512044139,267.8,0.0360382182747948,0,0,0,0,0,0,0,0,11266.27,0.515665964848041,0,0,2142.83,0.0980790003661662,2972.92,0.136072867081655,235.52,0.0107799340900769,0,0
2022,2023,EA009,Black Prince Road Estate,21848,BD002830,Deacon House 1-26,7357,0,0,7152.2,0.972162566263423,3974.66,0.540255538942504,109.44,0.0148756286529836,0,0,0,0,0,0,0,0,0,0,0,0,476,0.0647002854424358,0,0,0,0,1375.04,0.186902269946989,0,0,2597.1,0.353010738072584,267.8,0.036400706809841,0,0,0,0,0,0,0,0,11266.27,0.515665964848041,0,0,2142.83,0.0980790003661662,2972.92,0.136072867081655,235.52,0.0107799340900769,0,0
2022,2023,EA009,Black Prince Road Estate,21848,BD003044,Arden House 1-35,7457,0,0,7249.42,0.972163068258013,2227.38,0.298696526753386,109.44,0.0146761432211345,0,0,3102.9,0.416105672522462,0,0,0,0,0,0,105.74,0.0141799651334317,977.53,0.131088909749229,0,0,0,0,0,0,0,0,5189.43,0.695913906396674,422.22,0.0566206249161861,0,0,0,0,0,0,0,0,11266.27,0.515665964848041,0,0,2142.83,0.0980790003661662,2972.92,0.136072867081655,235.52,0.0107799340900769,0,0
2022,2023,EA011,Bloomfield Estate,27966,BD001141,Gibbs Square 7-10,860,0,0,0,0,0,0,212.61,0.247220930232558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.44,0.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1432.32,0.051216477150826,1345.63,0.0481166416362726
2022,2023,EA011,Bloomfield Estate,27966,BD001142,Gibbs Square 11-14,860,0,0,0,0,0,0,212.61,0.247220930232558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1267.83,1.47422093023256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1432.32,0.051216477150826,1345.63,0.0481166416362726
2022,2023,EA011,Bloomfield Estate,27966,BD001143,Gibbs Square 15-18,860,0,0,0,0,0,0,212.61,0.247220930232558,0,0,0,0,0,0,0,0,0,0,317.22,0.368860465116279,0,0,0,0,0,0,0,0,0,0,1267.83,1.47422093023256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1432.32,0.051216477150826,1345.63,0.0481166416362726
2022,2023,EA011,Bloomfield Estate,27966,BD001145,Gibbs Close 9-10,430,0,0,0,0,0,0,130.62,0.303767441860465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720.88,1.67646511627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1432.32,0.051216477150826,1345.63,0.0481166416362726
2022,2023,EA011,Bloomfield Estate,27966,BD001146,Gibbs Close 15-18 Cons,860,0,0,0,0,0,0,212.61,0.247220930232558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.61,0.20303488372093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1432.32,0.051216477150826,1345.63,0.0481166416362726
2022,2023,EA011,Bloomfield Estate,27966,BD001153,Durning Road 45-51,860,0,0,0,0,0,0,261.24,0.303767441860465,0,0,0,0,0,0,0,0,0,0,105.74,0.122953488372093,0,0,0,0,0,0,0,0,0,0,347.86,0.404488372093023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1432.32,0.051216477150826,1345.63,0.0481166416362726
2022,2023,EA012,Bonham Estate,26308,BD002244,Agnes House 1-8,1604,0,0,1436.47,0.895554862842893,339.18,0.21145885286783,664.24,0.414114713216958,0,0,0,0,0,0,0,0,0,0,0,0,423.27,0.263884039900249,0,0,0,0,0,0,0,0,1380.2,0.860473815461347,0,0,0,0,0,0,0,0,0,0,17580.85,0.668270107951954,0,0,2174.47,0.0826543256804014,6023.28,0.228952409913334,340.45,0.0129409305154326,0,0
2022,2023,EA012,Bonham Estate,26308,BD002245,Beatrice House 1-24,6816,0,0,6104.08,0.895551643192488,3293.37,0.483182218309859,1566.1,0.229768192488263,0,0,1634.69,0.239831279342723,0,0,0,0,0,0,0,0,644.84,0.0946068075117371,0,0,0,0,5281.64,0.774888497652582,0,0,8205.03,1.20378961267606,0,0,0,0,0,0,0,0,0,0,17580.85,0.668270107951954,0,0,2174.47,0.0826543256804014,6023.28,0.228952409913334,340.45,0.0129409305154326,0,0
2022,2023,EA012,Bonham Estate,26308,BD002246,Clare House 1-6,1232,0,0,1103.32,0.895551948051948,320.4,0.260064935064935,664.24,0.539155844155844,0,0,0,0,0,0,0,0,0,0,0,0,288.8,0.234415584415584,0,0,0,0,0,0,0,0,940.03,0.763011363636364,0,0,0,0,0,0,0,0,0,0,17580.85,0.668270107951954,0,0,2174.47,0.0826543256804014,6023.28,0.228952409913334,340.45,0.0129409305154326,0,0
2022,2023,EA012,Bonham Estate,26308,BD002247,Diana House 1-24,6708,0,0,6007.36,0.895551580202743,1445.9,0.215548598688134,1864.73,0.277985986881336,0,0,1172.88,0.17484794275492,0,0,0,0,0,0,317.22,0.0472898032200358,799.17,0.119136851520572,0,0,0,0,0,0,0,0,5853.22,0.872573047107931,0,0,0,0,0,0,0,0,0,0,17580.85,0.668270107951954,0,0,2174.47,0.0826543256804014,6023.28,0.228952409913334,340.45,0.0129409305154326,0,0
2022,2023,EA012,Bonham Estate,26308,BD002248,Evelyn House 1-24,6708,0,0,6007.36,0.895551580202743,2041.51,0.304339594514013,746.23,0.111244782349434,0,0,1172.88,0.17484794275492,0,0,0,0,0,0,211.48,0.0315265354800239,731.93,0.109112999403697,0,0,0,0,0,0,0,0,2790.06,0.41593023255814,0,0,0,0,0,0,0,0,0,0,17580.85,0.668270107951954,0,0,2174.47,0.0826543256804014,6023.28,0.228952409913334,340.45,0.0129409305154326,0,0
2022,2023,EA012,Bonham Estate,26308,BD002249,Florence House 1-12,3240,0,0,2901.59,0.895552469135802,1257.49,0.388114197530864,929.88,0.287,0,0,763.36,0.235604938271605,0,0,0,0,0,0,0,0,443.13,0.136768518518519,0,0,0,0,0,0,0,0,1367.52,0.422074074074074,0,0,0,0,0,0,0,0,0,0,17580.85,0.668270107951954,0,0,2174.47,0.0826543256804014,6023.28,0.228952409913334,340.45,0.0129409305154326,0,0
2022,2023,EA013,Bonneville/Deauville Esta,27686,BD002432,Bonneville Gardens 118-120,620,0,0,669.8,1.08032258064516,0,0,0,0,0,0,226.24,0.364903225806452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9994.04,0.360978111680994,0,0,491.29,0.0177450697103229,2369.21,0.0855742974788702,0,0,8621.65,0.311408293000072
2022,2023,EA013,Bonneville/Deauville Esta,27686,BD002443,Deauville Mansions 1-32,9576,0,0,10345.2,1.08032581453634,28.2,0.00294486215538847,2245.85,0.23452903091061,0,0,0,0,0,0,0,0,0,0,317.22,0.0331265664160401,1630.9,0.1703111946533,0,0,0,0,0,0,0,0,12566.77,1.31231934001671,0,0,0,0,0,0,0,0,0,0,9994.04,0.360978111680994,0,0,491.29,0.0177450697103229,2369.21,0.0855742974788702,0,0,8621.65,0.311408293000072
2022,2023,EA013,Bonneville/Deauville Esta,27686,BD002444,Deauville Court 1-40,10766,0,0,11630.8,1.08032695522943,908.47,0.0843832435444919,2807.32,0.260757941668215,0,0,0,0,0,0,0,0,0,0,105.74,0.00982166078394947,1924.83,0.178787850640907,0,0,0,0,0,0,0,0,55387.57,5.14467490247074,0,0,0,0,0,0,0,0,0,0,9994.04,0.360978111680994,0,0,491.29,0.0177450697103229,2369.21,0.0855742974788702,0,0,8621.65,0.311408293000072
2022,2023,EA013,Bonneville/Deauville Esta,27686,BD002445,Bonneville Gardens 22-32,1620,0,0,1750.13,1.08032716049383,291.26,0.17979012345679,553.72,0.341802469135803,0,0,226.24,0.139654320987654,0,0,0,0,0,0,211.48,0.130543209876543,0,0,0,0,0,0,0,0,0,0,645.01,0.398154320987654,0,0,0,0,0,0,0,0,0,0,9994.04,0.360978111680994,0,0,491.29,0.0177450697103229,2369.21,0.0855742974788702,0,0,8621.65,0.311408293000072
2022,2023,EA013,Bonneville/Deauville Esta,27686,BD002446,Bonneville Gardens 34-44,1620,0,0,1750.13,1.08032716049383,252.43,0.155820987654321,553.72,0.341802469135803,0,0,226.24,0.139654320987654,0,0,0,0,0,0,0,0,508.47,0.31387037037037,0,0,0,0,0,0,0,0,639.54,0.394777777777778,0,0,0,0,0,0,0,0,0,0,9994.04,0.360978111680994,0,0,491.29,0.0177450697103229,2369.21,0.0855742974788702,0,0,8621.65,0.311408293000072
2022,2023,EA013,Bonneville/Deauville Esta,27686,BD002447,Bonneville Gardens 46-56,1800,0,0,1944.59,1.08032777777778,253.71,0.14095,553.72,0.307622222222222,0,0,0,0,0,0,0,0,0,0,0,0,384.97,0.213872222222222,0,0,0,0,0,0,0,0,433.74,0.240966666666667,0,0,0,0,0,0,0,0,0,0,9994.04,0.360978111680994,0,0,491.29,0.0177450697103229,2369.21,0.0855742974788702,0,0,8621.65,0.311408293000072
2022,2023,EA013,Bonneville/Deauville Esta,27686,BD002448,Bonneville Gardens 58-68,1684,0,0,1819.27,1.08032660332542,231.07,0.137214964370546,553.72,0.328812351543943,0,0,0,0,0,0,0,0,0,0,0,0,384.97,0.228604513064133,0,0,0,0,0,0,0,0,1926.9,1.14423990498812,0,0,0,0,0,0,0,0,0,0,9994.04,0.360978111680994,0,0,491.29,0.0177450697103229,2369.21,0.0855742974788702,0,0,8621.65,0.311408293000072
2022,2023,EA014,Boscombe Gardens Estate,10346,BD001466,Boscombe Gardens 1-34,8248,0,0,7616.84,0.923477206595538,1895.08,0.229762366634336,1442.43,0.174882395732299,0,0,15175,1.83983996120272,0,0,0,0,0,0,0,0,120.71,0.0146350630455868,983.33,0.119220417070805,0,0,0,0,0,0,10852.59,1.31578443258972,412.2,0.0499757516973812,0,0,0,0,0,0,0,0,4841.07,0.467917069398801,0,0,473.77,0.0457925768412913,501.55,0.0484776725304466,2959.73,0.286074811521361,336.41,0.0325159481925382
2022,2023,EA015,Bowlands Road Estate,65983,BD002185,Bowlands Road 30-38a,1488,0,0,2483.28,1.66887096774194,243.02,0.163319892473118,294.6,0.197983870967742,0,0,763.36,0.513010752688172,0,0,0,0,0,0,0,0,221.57,0.148904569892473,0,0,0,0,0,0,0,0,400.4,0.269086021505376,0,0,0,0,0,0,0,0,0,0,49254.27,0.746469090523317,0,0,10708.88,0.162297561493112,5215.64,0.0790452086143401,5978.34,0.0906042465483534,336.41,0.00509843444523589
2022,2023,EA015,Bowlands Road Estate,65983,BD002189,Haselrigge Road 23-37,2080,0,0,3471.26,1.668875,544.08,0.261576923076923,376.59,0.181052884615385,0,0,763.36,0.367,0,0,0,0,0,0,0,0,221.57,0.106524038461538,0,0,0,0,0,0,0,0,2241.75,1.07776442307692,0,0,0,0,0,0,0,0,0,0,49254.27,0.746469090523317,0,0,10708.88,0.162297561493112,5215.64,0.0790452086143401,5978.34,0.0906042465483534,336.41,0.00509843444523589
2022,2023,EA015,Bowlands Road Estate,65983,BD002357,Britannia Close 19-25,1667,0,0,2782.01,1.66887222555489,0,0,544.23,0.326472705458908,0,0,0,0,0,0,0,0,0,0,105.74,0.0634313137372526,0,0,0,0,0,0,0,0,0,0,1679.72,1.00763047390522,84.86,0.0509058188362328,0,0,0,0,0,0,0,0,49254.27,0.746469090523317,0,0,10708.88,0.162297561493112,5215.64,0.0790452086143401,5978.34,0.0906042465483534,336.41,0.00509843444523589
2022,2023,EA015,Bowlands Road Estate,65983,BD002358,Britannia Close 26-31,1447,0,0,2414.86,1.66887353144437,0,0,294.6,0.203593642017968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384.98,0.26605390463027,72.73,0.0502626123013131,0,0,0,0,0,0,0,0,49254.27,0.746469090523317,0,0,10708.88,0.162297561493112,5215.64,0.0790452086143401,5978.34,0.0906042465483534,336.41,0.00509843444523589
2022,2023,EA015,Bowlands Road Estate,65983,BD002362,Britannia Close 38-40,794,0,0,1325.09,1.66887909319899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.56,0.261410579345088,0,0,0,0,0,0,0,0,0,0,49254.27,0.746469090523317,0,0,10708.88,0.162297561493112,5215.64,0.0790452086143401,5978.34,0.0906042465483534,336.41,0.00509843444523589
2022,2023,EA015,Bowlands Road Estate,65983,BD002366,Felmersham Close 14-17,922,0,0,1538.7,1.66887201735358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.48,0.229370932754881,0,0,0,0,0,0,0,0,0,0,757.76,0.821865509761388,48.49,0.0525921908893709,0,0,0,0,0,0,0,0,49254.27,0.746469090523317,0,0,10708.88,0.162297561493112,5215.64,0.0790452086143401,5978.34,0.0906042465483534,336.41,0.00509843444523589
2022,2023,EA015,Bowlands Road Estate,65983,BD002367,Felmersham Close 20-22,732,0,0,1221.62,1.66887978142077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.74,0.144453551912568,0,0,0,0,0,0,0,0,0,0,246.13,0.336243169398907,0,0,0,0,0,0,0,0,0,0,49254.27,0.746469090523317,0,0,10708.88,0.162297561493112,5215.64,0.0790452086143401,5978.34,0.0906042465483534,336.41,0.00509843444523589
2022,2023,EA015,Bowlands Road Estate,65983,BD002371,Haselrigge Road 63-71,1166,0,0,1945.91,1.66887650085763,1150.21,0.986457975986278,130.62,0.112024013722127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.13,0.211089193825043,0,0,0,0,0,0,0,0,0,0,49254.27,0.746469090523317,0,0,10708.88,0.162297561493112,5215.64,0.0790452086143401,5978.34,0.0906042465483534,336.41,0.00509843444523589
